Fecha       Licencia    Placa          Infraccion      Monto     Descuento  Puntos    Meses Susp
2019/10/07  49428502    T0V-569        MUY GRAVE       948.00      0.00       600         1
2019/10/08  77763722    W2L-827        GRAVE           316.00      0.25       100         0
2019/10/08  15029228    C0P-895        GRAVE           316.00      0.25       100         0
2019/10/09  48878256    F2F-895        GRAVE           316.00      0.25       200         0
2019/10/11  88854166    H3E-885        GRAVE           316.00      0.25       100         0
2019/10/12  30441350    Q6Q-335        MUY GRAVE         0.00      0.00      2000        12
2019/10/12  70414420    V9J-051        MUY GRAVE       474.00      0.00       500         0
2019/10/13  50200823    H1E-399        GRAVE           316.00      0.25       100         0
2019/10/14  35912665    O2Z-308        GRAVE           316.00      0.25       200         0
2019/10/17  99950484    X0R-946        GRAVE           316.00      0.25       200         0
2019/10/17  63736112    T9A-930        MUY GRAVE       474.00      0.00       500         0
2019/10/18  48878256    Z4L-514        GRAVE           316.00      0.25       100         0
2019/10/18  32090869    L4B-291        GRAVE           316.00      0.25       100         0
2019/10/18  70414420    A7Y-514        GRAVE           316.00      0.25       100         0
2019/10/19  35297848    O7D-970        MUY GRAVE       474.00      0.00       500         0
2019/10/19  60784914    A8J-929        MUY GRAVE       474.00      0.00       500         0
2019/10/20  60335381    E6T-667        GRAVE           316.00      0.25       100         0
2019/10/21  63736112    K0D-676        MUY GRAVE      1975.00      0.00       800         3
2019/10/21  47528229    U0N-343        GRAVE           316.00      0.25       100         0
2019/10/23  82031355    H6X-124        GRAVE           316.00      0.25       100         0
2019/10/23  52002275    C0S-417        GRAVE           316.00      0.25       100         0
2019/10/23  67185679    I2P-193        GRAVE           316.00      0.25       100         0
2019/10/24  73972114    A2F-518        GRAVE           316.00      0.25       100         0
2019/10/25  84186239    T6W-978        GRAVE           316.00      0.25       100         0
2019/10/26  80310768    M1E-751        MUY GRAVE      5925.00      0.00      2000         6
2019/10/27  85501710    N2C-590        GRAVE           316.00      0.25       100         0
2019/10/27  39544560    N4J-043        GRAVE           316.00      0.25       100         0
2019/10/27  16477908    W7C-957        GRAVE           316.00      0.25       100         0
2019/10/27  48878256    G2R-979        GRAVE           316.00      0.25       100         0
2019/10/28  31205866    U6A-456        GRAVE           316.00      0.25       100         0
2019/10/29  85501710    N2C-590        LEVE            158.00      0.50         0         0
2019/10/29  87282766    S1D-093        GRAVE           316.00      0.25       100         0
2019/10/29  54447051    G3Y-654        GRAVE           316.00      0.25       200         0
2019/10/31  64532449    X3Z-285        GRAVE           316.00      0.25       100         0
2019/10/31  60784914    P4Y-758        GRAVE           316.00      0.25       100         0
2019/10/31  50200823    R0P-255        GRAVE           316.00      0.25       100         0
2019/11/01  50200823    H1E-399        GRAVE           316.00      0.25       100         0
2019/11/02  63736112    T9A-930        GRAVE           316.00      0.25       100         0
2019/11/02  28820944    H2K-127        GRAVE           316.00      0.25       200         0
2019/11/02  74325123    C2V-710        MUY GRAVE       948.00      0.00       600         1
2019/11/02  79766395    H7P-047        GRAVE           316.00      0.25       100         0
2019/11/04  71578206    G7Z-721        GRAVE           316.00      0.25       100         0
2019/11/04  15115705    N9Q-814        GRAVE           316.00      0.25       100         0
2019/11/04  48450395    Q5S-871        GRAVE           316.00      0.25       100         0
2019/11/05  48450395    H6H-085        MUY GRAVE       474.00      0.00       500         0
2019/11/06  32244565    M8W-853        GRAVE           316.00      0.25       100         0
2019/11/07  32244565    J1E-736        MUY GRAVE       474.00      0.00       500         0
2019/11/07  19963454    T9D-604        MUY GRAVE       474.00      0.00       500         0
2019/11/08  81528434    D6F-465        GRAVE           316.00      0.25       100         0
2019/11/12  96693273    F3R-138        GRAVE           316.00      0.25       100         0
2019/11/12  80457845    M7F-612        MUY GRAVE       474.00      0.00       500         0
2019/11/12  77763722    A1Q-612        MUY GRAVE         0.00      0.00      2000        12
2019/11/13  68303148    H1W-140        GRAVE           316.00      0.25       100         0
2019/11/14  69252518    Y0Y-415        GRAVE           316.00      0.25       100         0
2019/11/16  47528229    G8O-154        MUY GRAVE       474.00      0.00       500         0
2019/11/16  51929951    O8J-848        GRAVE           316.00      0.25       100         0
2019/11/17  30046639    S3F-021        GRAVE           316.00      0.25       100         0
2019/11/17  16925690    B4I-014        GRAVE           316.00      0.25       100         0
2019/11/18  32244565    M8W-853        MUY GRAVE       474.00      0.00       500         0
2019/11/19  27185429    S9I-160        GRAVE           316.00      0.25       100         0
2019/11/19  79641328    L0L-653        GRAVE           316.00      0.25       100         0
2019/11/20  32244565    W9L-468        GRAVE           316.00      0.25       100         0
2019/11/21  19963454    D9A-711        GRAVE           316.00      0.25       100         0
2019/11/22  26522329    U5W-825        GRAVE           316.00      0.25       200         0
2019/11/22  77763722    D1M-667        MUY GRAVE       474.00      0.00       500         0
2019/11/23  27185429    S9I-160        MUY GRAVE       474.00      0.00       500         0
2019/11/25  60784914    C6Q-548        GRAVE           316.00      0.25       100         0
2019/11/26  15559308    S3L-803        GRAVE           316.00      0.25       100         0
2019/11/26  99950484    L8A-167        MUY GRAVE       474.00      0.00       500         0
2019/11/27  15559308    X6O-905        GRAVE           316.00      0.25       100         0
2019/11/27  82031355    Z5D-724        MUY GRAVE       474.00      0.00       500         0
2019/11/27  35671623    V4E-749        MUY GRAVE       474.00      0.00       500         0
2019/11/27  89314225    C3A-423        GRAVE           316.00      0.25       100         0
2019/11/29  49927087    M8Q-758        GRAVE           316.00      0.25       200         0
2019/11/29  82031355    H6X-124        GRAVE           316.00      0.25       100         0
2019/12/03  29989682    W3T-571        MUY GRAVE      1975.00      0.00       800         3
2019/12/04  87495937    M5G-669        MUY GRAVE       474.00      0.00       500         0
2019/12/05  77367073    N7K-403        GRAVE           316.00      0.25       100         0
2019/12/05  47844324    X7J-719        LEVE            158.00      0.50         0         0
2019/12/06  86718074    L4O-783        GRAVE           316.00      0.25       100         0
2019/12/07  75945248    K6X-977        MUY GRAVE       948.00      0.00       600         1
2019/12/10  80457845    M7F-612        GRAVE           316.00      0.25       100         0
2019/12/10  15029228    C0P-895        LEVE            158.00      0.50         0         0
2019/12/15  35912665    O4X-500        GRAVE           316.00      0.25       100         0
2019/12/16  77367073    H9A-097        GRAVE           316.00      0.25       100         0
2019/12/16  64532449    J0V-437        GRAVE           316.00      0.25       100         0
2019/12/17  12270502    Y5F-449        MUY GRAVE       474.00      0.00       500         0
2019/12/17  34976629    I0Y-720        LEVE            158.00      0.50         0         0
2019/12/18  54447051    D5W-773        GRAVE           316.00      0.25       100         0
2019/12/18  16136330    E3U-231        GRAVE           316.00      0.25       100         0
2019/12/19  35912665    O4X-500        GRAVE           316.00      0.25       100         0
2019/12/20  32244565    W9L-468        LEVE            158.00      0.50         0         0
2019/12/20  47528229    G8O-154        MUY GRAVE      1975.00      0.00       800         3
2019/12/21  12270502    P7T-999        GRAVE           316.00      0.25       100         0
2019/12/21  87495937    L2H-207        GRAVE           316.00      0.25       200         0
2019/12/22  53853385    O4X-603        GRAVE           316.00      0.25       100         0
2019/12/22  15029228    J0Q-121        MUY GRAVE       474.00      0.00       500         0
2019/12/23  26522329    U7R-252        GRAVE           316.00      0.25       100         0
2019/12/25  86718074    L4O-783        GRAVE           316.00      0.25       100         0
2019/12/25  27864822    T9U-338        GRAVE           316.00      0.25       100         0
2019/12/26  35671623    P2Q-870        MUY GRAVE       474.00      0.00       500         0
2019/12/30  16477908    W7C-957        GRAVE           316.00      0.25       100         0
2019/12/31  31107104    E0I-722        GRAVE           316.00      0.25       100         0
2019/12/31  60335381    E6T-667        GRAVE           316.00      0.25       100         0
2019/12/31  73567806    A7Y-833        GRAVE           316.00      0.25       100         0
2020/01/01  58992942    V7O-315        GRAVE           316.00      0.25       100         0
2020/01/02  45043076    S7E-946        GRAVE           316.00      0.25       100         0
2020/01/02  29989682    B1J-773        LEVE            158.00      0.50         0         0
2020/01/03  82031355    Z5D-724        MUY GRAVE      1975.00      0.00       800         3
2020/01/04  88167677    O0C-616        GRAVE           316.00      0.25       100         0
2020/01/04  79641328    X8Q-687        MUY GRAVE         0.00      0.00      2000        12
2020/01/06  89941095    P6N-119        MUY GRAVE       474.00      0.00       500         0
2020/01/06  34976629    I0Y-720        MUY GRAVE       711.00      0.00       600         1
2020/01/06  73357516    J2K-636        GRAVE           316.00      0.25       100         0
2020/01/07  87495937    M5G-669        GRAVE           316.00      0.25       100         0
2020/01/08  31107104    E0I-722        GRAVE           316.00      0.25       100         0
2020/01/08  81485316    J5T-691        MUY GRAVE       474.00      0.00       500         0
2020/01/09  87282766    S1D-093        MUY GRAVE       474.00      0.00       500         0
2020/01/10  34248357    H4R-733        MUY GRAVE       474.00      0.00       500         0
2020/01/10  53853385    O5L-856        MUY GRAVE       948.00      0.00       600         1
2020/01/10  77367073    N7K-403        GRAVE           316.00      0.25       100         0
2020/01/11  21621497    R5I-860        GRAVE           316.00      0.25       100         0
2020/01/11  79641328    X8Q-687        GRAVE           316.00      0.25       200         0
2020/01/11  39544560    N4J-043        MUY GRAVE       474.00      0.00       500         0
2020/01/12  49927087    X3E-271        GRAVE           316.00      0.25       100         0
2020/01/13  82870470    K0H-387        GRAVE           316.00      0.25       200         0
2020/01/13  13628871    F3E-797        MUY GRAVE      1975.00      0.00       800         3
2020/01/15  73972114    A2F-518        GRAVE           316.00      0.25       200         0
2020/01/15  79672079    O3H-954        GRAVE           316.00      0.25       100         0
2020/01/15  53853385    O5L-856        MUY GRAVE       948.00      0.00       600         1
2020/01/16  53853385    R6P-267        GRAVE           316.00      0.25       100         0
2020/01/18  27864822    S3D-133        GRAVE           316.00      0.25       100         0
2020/01/19  71832810    T1K-210        GRAVE           316.00      0.25       100         0
2020/01/19  25518120    U1X-768        GRAVE           316.00      0.25       100         0
2020/01/19  13628871    F3E-797        GRAVE           316.00      0.25       100         0
2020/01/20  54141214    Y9G-536        MUY GRAVE       474.00      0.00       500         0
2020/01/20  67185679    F1F-571        LEVE            158.00      0.50         0         0
2020/01/21  27864822    S3D-133        GRAVE           316.00      0.25       100         0
2020/01/21  77763722    A1Q-612        MUY GRAVE         0.00      0.00      2000        12
2020/01/22  79766395    N6D-256        MUY GRAVE       474.00      0.00       500         0
2020/01/22  73567806    Q9D-870        MUY GRAVE      1975.00      0.00       800         3
2020/01/22  81528434    D6F-465        GRAVE           316.00      0.25       100         0
2020/01/23  73567806    W9Z-281        MUY GRAVE      5925.00      0.00      2000         6
2020/01/23  48878256    Z4L-514        GRAVE           316.00      0.25       200         0
2020/01/24  19963454    D9A-711        MUY GRAVE       474.00      0.00       500         0
2020/01/24  32244565    K4F-319        MUY GRAVE       474.00      0.00       500         0
2020/01/24  73567806    E2D-493        MUY GRAVE       948.00      0.00       600         1
2020/01/25  73567806    Q9D-870        GRAVE           316.00      0.25       200         0
2020/01/26  36079131    I0W-872        GRAVE           316.00      0.25       100         0
2020/01/26  81528434    B3U-020        MUY GRAVE       948.00      0.00       600         1
2020/01/26  73972114    J2M-606        MUY GRAVE       474.00      0.00       500         0
2020/01/27  89314225    C3A-423        GRAVE           316.00      0.25       100         0
2020/01/27  97849227    I0K-077        GRAVE           316.00      0.25       100         0
2020/01/27  77763722    Q4P-612        MUY GRAVE       948.00      0.00       600         1
2020/01/27  32090869    L4B-291        MUY GRAVE       474.00      0.00       500         0
2020/01/27  60784914    C6Q-548        LEVE            158.00      0.50         0         0
2020/01/29  31107104    O3T-110        GRAVE           316.00      0.25       100         0
2020/01/29  29833157    S2N-896        GRAVE           316.00      0.25       100         0
2020/01/30  19963454    X9O-440        MUY GRAVE       948.00      0.00       600         1
2020/02/01  29833157    I5K-310        MUY GRAVE       474.00      0.00       500         0
2020/02/02  27185429    U3F-754        GRAVE           316.00      0.25       100         0
2020/02/02  75348522    X0D-655        GRAVE           316.00      0.25       100         0
2020/02/03  88167677    B4C-100        GRAVE           316.00      0.25       100         0
2020/02/04  37080813    P7E-145        GRAVE           316.00      0.25       100         0
2020/02/04  73357516    G0B-604        GRAVE           316.00      0.25       100         0
2020/02/04  30441350    X0F-315        MUY GRAVE       474.00      0.00       500         0
2020/02/04  30046639    S3F-021        GRAVE           316.00      0.25       200         0
2020/02/05  80457845    M7F-612        GRAVE           316.00      0.25       100         0
2020/02/05  52002275    C0S-417        GRAVE           316.00      0.25       100         0
2020/02/05  26522329    W7R-114        MUY GRAVE         0.00      0.00      2000        12
2020/02/05  64532449    K8R-348        GRAVE           316.00      0.25       200         0
2020/02/05  90467829    H1R-953        GRAVE           316.00      0.25       100         0
2020/02/05  32244565    K4F-319        MUY GRAVE       474.00      0.00       500         0
2020/02/06  32244565    W9L-468        GRAVE           316.00      0.25       100         0
2020/02/06  88167677    Y4Y-028        MUY GRAVE       474.00      0.00       500         0
2020/02/07  53853385    R6P-267        GRAVE           316.00      0.25       200         0
2020/02/08  52002275    C0S-417        LEVE            158.00      0.50         0         0
2020/02/08  79641328    B4R-105        MUY GRAVE       474.00      0.00       500         0
2020/02/10  34976629    I0Y-720        GRAVE           316.00      0.25       100         0
2020/02/10  37080813    O9W-355        GRAVE           316.00      0.25       100         0
2020/02/12  16925690    F3F-478        GRAVE           316.00      0.25       100         0
2020/02/12  88167677    O0C-616        MUY GRAVE         0.00      0.00      2000        12
2020/02/12  80457845    W0C-131        GRAVE           316.00      0.25       100         0
2020/02/14  16925690    R7N-113        GRAVE           316.00      0.25       100         0
2020/02/14  34248357    H4R-733        GRAVE           316.00      0.25       100         0
2020/02/15  87495937    M5G-669        GRAVE           316.00      0.25       100         0
2020/02/15  73972114    A2F-518        GRAVE           316.00      0.25       100         0
2020/02/17  71578206    G7Z-721        GRAVE           316.00      0.25       100         0
2020/02/17  31205866    U6A-456        GRAVE           316.00      0.25       100         0
2020/02/17  79641328    B4R-105        LEVE            158.00      0.50         0         0
2020/02/18  66849703    B4N-777        GRAVE           316.00      0.25       100         0
2020/02/18  74325123    V9F-655        GRAVE           316.00      0.25       100         0
2020/02/19  30441350    T7F-869        GRAVE           316.00      0.25       100         0
2020/02/19  58992942    H8M-598        MUY GRAVE       474.00      0.00       500         0
2020/02/20  77367073    N7K-403        MUY GRAVE       474.00      0.00       500         0
2020/02/20  64532449    X3Z-285        GRAVE           316.00      0.25       100         0
2020/02/21  89314225    C3A-423        MUY GRAVE      5925.00      0.00      2000         6
2020/02/21  34248357    U0T-459        GRAVE           316.00      0.25       100         0
2020/02/22  48450395    G1P-591        GRAVE           316.00      0.25       100         0
2020/02/22  96693273    C0G-556        GRAVE           316.00      0.25       100         0
2020/02/22  27864822    T9U-338        GRAVE           316.00      0.25       100         0
2020/02/22  35671623    V4E-749        MUY GRAVE       474.00      0.00       500         0
2020/02/22  54665716    D2V-055        GRAVE           316.00      0.25       100         0
2020/02/22  73972114    J2M-606        MUY GRAVE       474.00      0.00       500         0
2020/02/23  45043076    R1T-735        MUY GRAVE       474.00      0.00       500         0
2020/02/23  48528209    T9L-709        GRAVE           316.00      0.25       100         0
2020/02/23  77763722    D1M-667        GRAVE           316.00      0.25       100         0
2020/02/24  31205866    U6A-456        GRAVE           316.00      0.25       100         0
2020/02/24  60784914    P4Y-758        MUY GRAVE       948.00      0.00       600         1
2020/02/24  97849227    I0K-077        MUY GRAVE       474.00      0.00       500         0
2020/02/25  66849703    B4N-777        GRAVE           316.00      0.25       200         0
2020/02/25  50200823    R0P-255        MUY GRAVE       948.00      0.00       600         1
2020/02/25  85501710    Z4K-431        GRAVE           316.00      0.25       100         0
2020/02/25  19963454    X9O-440        GRAVE           316.00      0.25       200         0
2020/02/26  70414420    U5T-348        GRAVE           316.00      0.25       100         0
2020/02/26  86429854    M5U-987        GRAVE           316.00      0.25       100         0
2020/02/26  24859596    A8P-118        GRAVE           316.00      0.25       200         0
2020/02/27  27185429    U3F-754        MUY GRAVE         0.00      0.00      2000        12
2020/02/27  12858682    T5L-371        MUY GRAVE       474.00      0.00       500         0
2020/02/28  58992942    Q6B-243        GRAVE           316.00      0.25       100         0
2020/02/28  67185679    S7F-983        MUY GRAVE       474.00      0.00       500         0
2020/02/29  34248357    S5E-231        GRAVE           316.00      0.25       100         0
2020/03/01  74325123    V9F-655        GRAVE           316.00      0.25       200         0
2020/03/01  49428502    C0A-114        GRAVE           316.00      0.25       100         0
2020/03/02  47528229    G8O-154        MUY GRAVE       474.00      0.00       500         0
2020/03/02  28820944    H2K-127        GRAVE           316.00      0.25       100         0
2020/03/02  42956681    A6D-661        MUY GRAVE       474.00      0.00       500         0
2020/03/03  82870470    K0H-387        GRAVE           316.00      0.25       100         0
2020/03/03  48878256    W6Z-142        LEVE            158.00      0.50         0         0
2020/03/04  60784914    C6Q-548        GRAVE           316.00      0.25       100         0
2020/03/04  63736112    K0D-676        GRAVE           316.00      0.25       200         0
2020/03/04  79766395    H7P-047        LEVE            158.00      0.50         0         0
2020/03/05  64178096    B7V-643        LEVE            158.00      0.50         0         0
2020/03/05  29989682    B1J-773        MUY GRAVE       474.00      0.00       500         0
2020/03/06  80457845    Z5G-762        GRAVE           316.00      0.25       200         0
2020/03/06  79672079    R7U-941        GRAVE           316.00      0.25       100         0
2020/03/07  15559308    X6O-905        GRAVE           316.00      0.25       100         0
2020/03/08  27864822    S3D-133        GRAVE           316.00      0.25       100         0
2020/03/08  30441350    X0F-315        MUY GRAVE       474.00      0.00       500         0
2020/03/09  15559308    X6O-905        MUY GRAVE       948.00      0.00       600         1
2020/03/10  67185679    S7F-983        GRAVE           316.00      0.25       100         0
2020/03/11  12858682    T5L-371        MUY GRAVE       948.00      0.00       600         1
2020/03/11  48528209    T9L-709        GRAVE           316.00      0.25       100         0
2020/03/12  86718074    Q6I-941        GRAVE           316.00      0.25       100         0
2020/03/12  73357516    G0B-604        GRAVE           316.00      0.25       100         0
2020/03/12  29989682    B1J-773        MUY GRAVE       474.00      0.00       500         0
2020/03/12  48450395    H6H-085        MUY GRAVE       474.00      0.00       500         0
2020/03/13  82031355    Z5D-724        GRAVE           316.00      0.25       100         0
2020/03/13  73567806    A7Y-833        LEVE            158.00      0.50         0         0
2020/03/14  54141214    J7Y-327        GRAVE           316.00      0.25       100         0
2020/03/14  49927087    X3E-271        LEVE            158.00      0.50         0         0
2020/03/14  73357516    G0B-604        GRAVE           316.00      0.25       100         0
2020/03/15  49927087    X3E-271        LEVE            158.00      0.50         0         0
2020/03/15  67185679    I2P-193        GRAVE           316.00      0.25       100         0
2020/03/17  30441350    M9Z-497        GRAVE           316.00      0.25       100         0
2020/03/17  44188994    M0X-657        GRAVE           316.00      0.25       200         0
2020/03/17  87495937    L2H-207        GRAVE           316.00      0.25       100         0
2020/03/17  77763722    W2L-827        GRAVE           316.00      0.25       100         0
2020/03/17  52003695    H8S-849        GRAVE           316.00      0.25       100         0
2020/03/17  29833157    I5K-310        MUY GRAVE       474.00      0.00       500         0
2020/03/18  16477908    X9D-758        GRAVE           316.00      0.25       100         0
2020/03/19  13628871    F3E-797        MUY GRAVE      1975.00      0.00       800         3
2020/03/19  80310768    N5J-515        MUY GRAVE       474.00      0.00       500         0
2020/03/20  50200823    R0P-255        GRAVE           316.00      0.25       100         0
2020/03/20  80310768    O2F-523        GRAVE           316.00      0.25       100         0
2020/03/21  13628871    F3E-797        GRAVE           316.00      0.25       100         0
2020/03/23  52002275    J8N-930        MUY GRAVE       711.00      0.00       600         1
2020/03/24  73972114    D8H-157        GRAVE           316.00      0.25       200         0
2020/03/25  27864822    R5C-239        LEVE            158.00      0.50         0         0
2020/03/25  12270502    Y5F-449        MUY GRAVE       474.00      0.00       500         0
2020/03/25  77763722    A1Q-612        GRAVE           316.00      0.25       100         0
2020/03/26  82031355    H6X-124        GRAVE           316.00      0.25       100         0
2020/03/26  64178096    G3B-505        MUY GRAVE       474.00      0.00       500         0
2020/03/27  29989682    B1J-773        GRAVE           316.00      0.25       100         0
2020/03/28  47844324    F1H-328        LEVE            158.00      0.50         0         0
2020/03/28  54141214    G2I-709        MUY GRAVE       474.00      0.00       500         0
2020/03/29  87495937    L2H-207        GRAVE           316.00      0.25       100         0
2020/03/29  38862473    S6Y-726        MUY GRAVE       474.00      0.00       500         0
2020/03/29  99950484    L8A-167        MUY GRAVE       474.00      0.00       500         0
2020/03/30  71832810    W1C-444        GRAVE           316.00      0.25       100         0
2020/03/30  30046639    L8F-459        GRAVE           316.00      0.25       100         0
2020/03/31  38862473    S6Y-726        GRAVE           316.00      0.25       100         0
2020/04/01  81528434    D6F-465        GRAVE           316.00      0.25       100         0
2020/04/02  42956681    E0L-862        GRAVE           316.00      0.25       100         0
2020/04/02  79766395    N6D-256        MUY GRAVE      1975.00      0.00       800         3
2020/04/03  35671623    V4E-749        GRAVE           316.00      0.25       100         0
2020/04/03  34976629    I0Y-720        GRAVE           316.00      0.25       100         0
2020/04/04  29833157    I5K-310        MUY GRAVE       948.00      0.00       600         1
2020/04/04  79766395    N6D-256        LEVE            158.00      0.50         0         0
2020/04/05  31205866    U6A-456        GRAVE           316.00      0.25       100         0
2020/04/05  85501710    N2C-590        MUY GRAVE       711.00      0.00       600         1
2020/04/06  29833157    I5K-310        GRAVE           316.00      0.25       100         0
2020/04/06  26522329    W7R-114        MUY GRAVE         0.00      0.00      2000        12
2020/04/06  13219606    N1O-921        GRAVE           316.00      0.25       100         0
2020/04/07  68310808    K2N-341        GRAVE           316.00      0.25       100         0
2020/04/08  82031355    J0J-790        GRAVE           316.00      0.25       100         0
2020/04/08  79641328    L0L-653        LEVE            158.00      0.50         0         0
2020/04/09  88167677    O0C-616        GRAVE           316.00      0.25       100         0
2020/04/09  49428502    C0A-114        GRAVE           316.00      0.25       100         0
2020/04/10  86429854    K1F-766        MUY GRAVE       948.00      0.00       600         1
2020/04/11  86429854    M5U-987        GRAVE           316.00      0.25       100         0
2020/04/11  16925690    R7N-113        GRAVE           316.00      0.25       100         0
2020/04/13  30046639    S3F-021        GRAVE           316.00      0.25       100         0
2020/04/13  12270502    P7T-999        GRAVE           316.00      0.25       100         0
2020/04/13  86429854    K1F-766        GRAVE           316.00      0.25       200         0
2020/04/14  50200823    Q6C-943        MUY GRAVE       474.00      0.00       500         0
2020/04/14  12270502    O1C-880        GRAVE           316.00      0.25       100         0
2020/04/14  73567806    Q9D-870        GRAVE           316.00      0.25       100         0
2020/04/15  86429854    K1F-766        MUY GRAVE         0.00      0.00      2000        12
2020/04/16  13219606    T3B-722        MUY GRAVE       474.00      0.00       500         0
2020/04/16  30441350    M9Z-497        GRAVE           316.00      0.25       100         0
2020/04/17  81485316    J5T-691        MUY GRAVE       474.00      0.00       500         0
2020/04/17  75945248    K6X-977        GRAVE           316.00      0.25       200         0
2020/04/17  79672079    Y3Q-331        GRAVE           316.00      0.25       100         0
2020/04/18  80457845    Z5G-762        MUY GRAVE       474.00      0.00       500         0
2020/04/18  54141214    G2I-709        MUY GRAVE         0.00      0.00      2000        12
2020/04/19  29989682    W3T-571        GRAVE           316.00      0.25       100         0
2020/04/19  68303148    H1W-140        GRAVE           316.00      0.25       200         0
2020/04/21  63736112    K0D-676        MUY GRAVE      3950.00      0.00       100         6
2020/04/21  66849703    B4N-777        GRAVE           316.00      0.25       100         0
2020/04/21  67185679    S7F-983        GRAVE           316.00      0.25       100         0
2020/04/22  48450395    G1P-591        GRAVE           316.00      0.25       100         0
2020/04/22  15029228    J0Q-121        MUY GRAVE       474.00      0.00       500         0
2020/04/22  12858682    T5L-371        MUY GRAVE       474.00      0.00       500         0
2020/04/22  49927087    M8Q-758        MUY GRAVE       474.00      0.00       500         0
2020/04/24  45043076    R1T-735        MUY GRAVE       474.00      0.00       500         0
2020/04/26  34248357    U0T-459        GRAVE           316.00      0.25       100         0
2020/04/26  86429854    K1F-766        LEVE            158.00      0.50         0         0
2020/04/30  67185679    F1F-571        GRAVE           316.00      0.25       100         0
2020/04/30  96693273    F3R-138        GRAVE           316.00      0.25       100         0
2020/05/01  54447051    G3Y-654        GRAVE           316.00      0.25       100         0
2020/05/01  34248357    R7N-062        MUY GRAVE       474.00      0.00       500         0
2020/05/01  86429854    K1F-766        MUY GRAVE       474.00      0.00       500         0
2020/05/03  21621497    D6W-048        MUY GRAVE       711.00      0.00       600         1
2020/05/05  24859596    L6D-758        MUY GRAVE       474.00      0.00       500         0
2020/05/05  37080813    P7E-145        GRAVE           316.00      0.25       100         0
2020/05/05  21621497    R5I-860        GRAVE           316.00      0.25       100         0
2020/05/06  99950484    Y6I-680        GRAVE           316.00      0.25       100         0
2020/05/07  30441350    M9Z-497        GRAVE           316.00      0.25       100         0
2020/05/07  30441350    M9Z-497        GRAVE           316.00      0.25       100         0
2020/05/08  34976629    J8B-303        GRAVE           316.00      0.25       100         0
2020/05/08  79766395    T3R-184        GRAVE           316.00      0.25       100         0
2020/05/08  77367073    H9A-097        MUY GRAVE       474.00      0.00       500         0
2020/05/08  34248357    S5E-231        MUY GRAVE       474.00      0.00       500         0
2020/05/10  73357516    J2K-636        GRAVE           316.00      0.25       200         0
2020/05/11  49927087    M8Q-758        GRAVE           316.00      0.25       100         0
2020/05/11  30046639    S3F-021        GRAVE           316.00      0.25       100         0
2020/05/11  87282766    S1D-093        LEVE            158.00      0.50         0         0
2020/05/12  48878256    F2F-895        GRAVE           316.00      0.25       100         0
2020/05/13  37080813    O9W-355        LEVE            158.00      0.50         0         0
2020/05/13  48450395    Q5S-871        GRAVE           316.00      0.25       100         0
2020/05/13  26522329    U5W-825        GRAVE           316.00      0.25       100         0
2020/05/14  13628871    F3E-797        GRAVE           316.00      0.25       200         0
2020/05/14  77367073    C2S-070        GRAVE           316.00      0.25       100         0
2020/05/14  60784914    C6G-842        MUY GRAVE       948.00      0.00       600         1
2020/05/14  29833157    S2N-896        GRAVE           316.00      0.25       100         0
2020/05/15  79766395    N6D-256        MUY GRAVE       474.00      0.00       500         0
2020/05/15  28820944    H2K-127        MUY GRAVE       474.00      0.00       500         0
2020/05/15  60335381    E6T-667        GRAVE           316.00      0.25       200         0
2020/05/16  67185679    F1F-571        GRAVE           316.00      0.25       200         0
2020/05/16  77367073    W4W-684        GRAVE           316.00      0.25       100         0
2020/05/16  35683701    D5W-953        GRAVE           316.00      0.25       200         0
2020/05/17  64532449    V4I-691        MUY GRAVE       474.00      0.00       500         0
2020/05/18  88167677    Y4Y-028        MUY GRAVE       474.00      0.00       500         0
2020/05/18  47528229    T8Y-354        GRAVE           316.00      0.25       100         0
2020/05/19  87495937    Z8C-558        GRAVE           316.00      0.25       100         0
2020/05/19  73818744    U5N-536        MUY GRAVE       474.00      0.00       500         0
2020/05/19  39544560    Y0K-784        GRAVE           316.00      0.25       200         0
2020/05/20  29833157    I9F-484        GRAVE           316.00      0.25       100         0
2020/05/21  88854166    L3N-150        MUY GRAVE       474.00      0.00       500         0
2020/05/21  35671623    V4E-749        MUY GRAVE      1975.00      0.00       800         3
2020/05/22  27864822    T9U-338        LEVE            158.00      0.50         0         0
2020/05/22  53853385    O5L-856        GRAVE           316.00      0.25       100         0
2020/05/23  54447051    G3Y-654        GRAVE           316.00      0.25       100         0
2020/05/24  64178096    I0X-469        GRAVE           316.00      0.25       100         0
2020/05/24  32244565    J1E-736        GRAVE           316.00      0.25       200         0
2020/05/25  99950484    Y9W-731        MUY GRAVE         0.00      0.00      2000        12
2020/05/25  88167677    V7U-622        GRAVE           316.00      0.25       100         0
2020/05/25  34248357    H4R-733        MUY GRAVE       474.00      0.00       500         0
2020/05/26  48528209    T9L-709        MUY GRAVE         0.00      0.00      2000        12
2020/05/26  31107104    O3T-110        GRAVE           316.00      0.25       100         0
2020/05/26  96693273    B9X-420        GRAVE           316.00      0.25       100         0
2020/05/26  99950484    Y6I-680        GRAVE           316.00      0.25       100         0
2020/05/27  87282766    S1D-093        MUY GRAVE       474.00      0.00       500         0
2020/05/27  60784914    A8J-929        LEVE            158.00      0.50         0         0
2020/05/30  77367073    N7K-403        GRAVE           316.00      0.25       100         0
